date,open,high,low,close,volume,value
2016-12-30,645.00,651.60,641.60,649.50,8643000,5591992100
2016-12-29,650.00,655.70,646.10,648.30,8993000,5833603300
2016-12-28,658.00,665.40,658.00,662.60,6085000,4027586500
2016-12-27,658.00,667.70,656.60,661.90,8022000,5312759800
2016-12-26,654.00,664.00,651.50,662.60,8689000,5719896300
2016-12-22,665.20,666.20,656.20,662.00,13017000,8611512200
2016-12-21,690.00,694.00,671.30,675.20,13264000,9000733300
2016-12-20,682.20,690.90,681.20,689.60,10003000,6875675800
2016-12-19,685.00,692.70,681.40,688.90,12297000,8446714700
2016-12-16,705.50,705.50,682.50,691.10,17793000,12296515600
2016-12-15,712.00,714.00,698.10,702.40,9851000,6930715400
2016-12-14,702.50,713.20,701.60,709.20,8953000,6342483300
2016-12-13,705.60,706.00,692.20,700.20,10386000,7254410000
2016-12-12,720.00,720.80,695.70,706.10,15897000,11262195200
2016-12-09,710.00,717.90,707.60,717.40,16577000,11816535600
2016-12-08,707.00,720.00,705.00,715.50,32024000,22856534100
2016-12-07,677.20,678.70,673.10,673.40,8971000,6059206900
2016-12-06,681.90,684.40,672.40,673.10,11330000,7661515400
2016-12-05,679.30,679.30,666.50,677.80,9288000,6269948400
2016-12-02,688.00,689.00,676.00,680.70,15881000,10809707900
2016-12-01,691.20,701.00,687.30,695.60,25745000,17888027100
2016-11-30,665.30,678.90,664.70,674.80,22079000,14871938700
2016-11-29,657.80,663.00,652.60,655.40,8189000,5379033300
2016-11-28,655.00,658.30,651.20,657.60,8573000,5619675900
2016-11-25,656.60,664.20,648.10,654.80,15615000,10222330500
2016-11-24,663.80,666.30,655.50,659.80,11229000,7435568000
2016-11-22,653.00,654.90,645.70,653.80,8308000,5406699300
2016-11-21,656.00,659.50,648.70,654.10,9549000,6236675900
2016-11-18,665.00,668.30,651.50,651.50,13371000,8787000200
2016-11-17,655.10,660.80,652.30,659.00,12801000,8416487000
2016-11-16,656.00,662.90,652.10,655.10,11837000,7774924300
2016-11-15,650.00,651.30,639.00,648.30,15167000,9823678300
2016-11-14,631.40,640.40,627.20,630.50,9680000,6139013700
2016-11-11,640.00,642.90,623.90,625.30,16214000,10250293600
2016-11-10,624.50,634.00,618.10,631.00,20105000,12629791300
2016-11-09,619.00,619.90,571.00,577.50,16565000,9729270200
2016-11-08,616.90,620.10,607.20,608.80,8049000,4918416100
2016-11-07,615.00,615.60,602.40,611.60,10262000,6263278300
2016-11-04,597.10,604.00,589.30,598.30,11251000,6698179600
2016-11-02,605.00,610.50,601.50,604.00,12603000,7637589700
2016-11-01,614.20,619.20,611.80,617.90,11596000,7148141200
2016-10-31,603.40,627.00,601.30,623.10,23386000,14532040700
2016-10-28,599.00,611.30,586.50,608.40,34927000,20991835400
2016-10-27,565.00,604.70,558.80,599.30,42245000,24827561400
2016-10-26,559.40,559.50,551.00,555.80,15255000,8476472500
2016-10-25,568.20,572.40,564.50,565.90,6412000,3637017100
2016-10-24,569.10,570.90,559.30,563.70,9264000,5223499200
2016-10-21,568.00,576.60,566.30,573.00,10791000,6184711400
2016-10-20,557.30,564.60,554.40,561.80,17398000,9741445000
2016-10-19,571.00,577.10,563.30,563.70,14050000,7970683300
2016-10-18,572.80,579.50,570.40,574.90,9473000,5434896300
2016-10-17,563.70,573.10,561.70,572.80,15015000,8533519700
2016-10-14,563.00,577.60,562.00,563.50,22824000,12979663400
2016-10-13,551.00,559.30,546.20,551.40,9740000,5368287800
2016-10-12,548.30,555.60,546.90,553.30,10746000,5924026100
2016-10-11,560.10,568.20,557.10,558.30,12340000,6905689700
2016-10-07,566.90,571.00,554.90,570.10,18082000,10242858000
2016-10-06,566.50,584.70,566.50,568.70,29846000,17118698500
2016-10-05,545.00,545.80,535.50,538.20,9980000,5379947000
2016-10-04,545.30,554.30,542.60,544.50,8168000,4467118200
