date,open,high,low,close,volume,value
2010-12-30,568.00,570.00,563.00,565.00,7371000,4174527000
2010-12-29,566.00,571.00,566.00,570.00,5470000,3112804000
2010-12-28,572.00,574.00,568.00,569.00,5036000,2873852000
2010-12-27,567.00,574.00,566.00,571.00,9466000,5394696000
2010-12-24,560.00,565.00,560.00,564.00,6440000,3621436000
2010-12-22,564.00,568.00,563.00,567.00,10595000,5992777000
2010-12-21,566.00,569.00,560.00,564.00,12016000,6780911000
2010-12-20,565.00,570.00,562.00,567.00,8835000,5007027000
2010-12-17,573.00,575.00,562.00,565.00,10282000,5829482000
2010-12-16,566.00,573.00,564.00,569.00,11755000,6684636000
2010-12-15,577.00,578.00,563.00,569.00,17633000,10042575000
2010-12-14,558.00,583.00,557.00,582.00,30070000,17158745000
2010-12-13,555.00,559.00,549.00,559.00,18058000,10006007000
2010-12-10,553.00,553.00,541.00,546.00,20703000,11351994000
2010-12-09,546.00,551.00,544.00,548.00,14030000,7683117000
2010-12-08,540.00,544.00,539.00,544.00,9072000,4918125000
2010-12-07,544.00,544.00,537.00,539.00,10427000,5626093000
2010-12-06,543.00,546.00,539.00,539.00,9330000,5056775000
2010-12-03,546.00,546.00,540.00,541.00,7399000,4016830000
2010-12-02,544.00,545.00,539.00,543.00,9356000,5076775000
2010-12-01,538.00,538.00,529.00,533.00,13853000,7381798000
2010-11-30,552.00,554.00,537.00,537.00,18859000,10258366000
2010-11-29,553.00,554.00,545.00,552.00,15939000,8768580000
2010-11-26,538.00,554.00,538.00,548.00,29979000,16376271000
2010-11-25,531.00,538.00,511.00,536.00,44460000,23409062000
2010-11-24,540.00,543.00,527.00,530.00,25941000,13823790000
2010-11-22,554.00,554.00,548.00,548.00,11239000,6185851000
2010-11-19,552.00,556.00,546.00,547.00,12735000,7001102000
2010-11-18,542.00,554.00,541.00,553.00,14694000,8045801000
2010-11-17,537.00,543.00,537.00,540.00,10447000,5644687000
2010-11-16,550.00,551.00,541.00,542.00,8784000,4787461000
2010-11-15,545.00,548.00,542.00,546.00,8115000,4428272000
2010-11-12,547.00,548.00,539.00,539.00,15200000,8253951000
2010-11-11,558.00,559.00,551.00,552.00,10306000,5711069000
2010-11-10,556.00,558.00,552.00,557.00,12664000,7036062000
2010-11-09,552.00,556.00,550.00,550.00,11869000,6551318000
2010-11-08,562.00,564.00,549.00,553.00,16506000,9155731000
2010-11-05,547.00,567.00,545.00,561.00,16558000,9241408000
2010-11-04,554.00,555.00,540.00,541.00,12973000,7074253000
2010-11-02,551.00,552.00,542.00,544.00,7027000,3837773000
2010-11-01,549.00,554.00,547.00,548.00,8899000,4892317000
2010-10-29,555.00,556.00,542.00,550.00,20243000,11116373000
2010-10-28,555.00,568.00,553.00,560.00,29818000,16745789000
2010-10-27,534.00,543.00,533.00,542.00,11426000,6159195000
2010-10-26,536.00,542.00,531.00,532.00,14952000,8025090000
2010-10-25,546.00,550.00,538.00,539.00,13807000,7485080000
2010-10-22,548.00,556.00,548.00,550.00,7104000,3918499000
2010-10-21,551.00,558.00,546.00,547.00,14350000,7918154000
2010-10-20,552.00,553.00,544.00,551.00,10868000,5962610000
2010-10-19,556.00,563.00,553.00,559.00,7985000,4455147000
2010-10-18,550.00,559.00,550.00,557.00,8352000,4635090000
2010-10-15,558.00,559.00,551.00,552.00,9678000,5362549000
2010-10-14,559.00,566.00,557.00,560.00,11094000,6228545000
2010-10-13,563.00,564.00,555.00,555.00,11026000,6167319000
2010-10-12,567.00,571.00,553.00,559.00,12420000,6953467000
2010-10-08,575.00,575.00,568.00,569.00,13159000,7521311000
2010-10-07,592.00,596.00,576.00,579.00,14941000,8733728000
2010-10-06,586.00,592.00,582.00,591.00,11974000,7036058000
2010-10-05,577.00,584.00,571.00,582.00,12545000,7236459000
2010-10-04,582.00,586.00,575.00,578.00,8180000,4743598000
2010-10-01,589.00,589.00,575.00,580.00,12542000,7281457000
2010-09-30,595.00,599.00,584.00,586.00,14259000,8407067000
2010-09-29,598.00,604.00,594.00,601.00,11463000,6873423000
2010-09-28,602.00,609.00,594.00,596.00,9042000,5419420000
