date,open,high,low,close,volume,value
2017-12-08,807.60,817.50,806.50,817.30,13014000,10576339300
2017-12-07,798.00,811.70,798.00,806.80,13735000,11054249200
2017-12-06,801.30,806.30,790.20,793.60,15791000,12582386900
2017-12-05,810.10,813.50,800.00,809.80,10654000,8597767100
2017-12-04,826.00,827.70,811.00,813.90,11455000,9352598000
2017-12-01,846.40,848.70,822.10,823.20,14049000,11649342400
2017-11-30,834.90,835.20,821.70,834.90,20224000,16786447400
2017-11-29,840.00,851.70,830.40,842.20,23379000,19629619800
2017-11-28,830.00,836.00,813.60,819.60,19680000,16187056300
2017-11-27,845.00,850.70,820.00,820.60,21267000,17672166300
2017-11-24,811.80,817.30,808.00,809.10,9710000,7875608000
2017-11-22,824.20,824.50,811.80,815.70,12817000,10472193600
2017-11-21,821.00,822.40,807.00,816.10,13373000,10928584800
2017-11-20,824.00,831.80,817.30,823.80,10166000,8369139600
2017-11-17,844.80,844.80,828.80,831.70,10243000,8567568600
2017-11-16,825.00,838.00,825.00,833.70,10961000,9120662700
2017-11-15,845.70,848.50,825.70,832.10,14111000,11782403100
2017-11-14,851.80,856.80,847.60,849.20,10940000,9326739200
2017-11-13,874.60,874.60,852.90,852.90,8124000,6976890400
2017-11-10,861.60,875.00,861.60,869.60,11438000,9934554300
2017-11-09,880.00,892.90,861.40,876.60,17983000,15841000400
2017-11-08,863.90,874.50,860.70,874.30,17027000,14794462200
2017-11-07,855.70,869.10,853.70,863.10,17637000,15208121400
2017-11-06,876.20,879.00,849.00,851.80,21569000,18543158700
2017-11-02,896.00,896.00,866.00,876.30,22952000,20168522800
2017-11-01,885.00,896.70,883.20,896.00,16374000,14624092900
2017-10-31,874.00,882.10,868.40,878.40,19692000,17288875500
2017-10-30,854.90,868.70,849.10,863.40,39453000,33976445900
2017-10-27,850.00,850.90,819.10,847.50,60271000,50794189900
2017-10-26,916.20,916.40,902.80,908.20,10532000,9570475200
2017-10-25,925.00,927.00,918.20,921.70,10917000,10068278500
2017-10-24,910.60,922.40,910.60,918.70,11962000,10974743800
2017-10-23,905.80,912.60,905.00,910.40,9705000,8829342300
2017-10-20,893.20,897.70,889.40,896.90,6784000,6070694100
2017-10-19,895.00,898.30,891.10,894.10,8551000,7653120200
2017-10-18,900.00,904.60,889.50,890.80,9204000,8243485400
2017-10-17,902.70,903.80,885.30,895.90,9020000,8065322800
2017-10-16,894.70,902.70,890.70,898.60,9323000,8376605600
2017-10-13,887.00,892.90,881.80,889.50,11757000,10441094600
2017-10-12,879.10,888.30,874.00,887.10,15362000,13562116800
2017-10-11,865.00,880.00,864.90,878.60,14838000,12975094900
2017-10-10,854.90,863.40,853.60,862.90,14405000,12388034300
2017-10-06,844.30,849.50,842.00,848.80,9647000,8171863100
2017-10-05,833.00,839.10,831.60,837.00,7762000,6485637100
2017-10-04,845.00,846.90,829.20,829.30,8095000,6771506000
2017-10-03,841.40,843.00,836.10,842.60,7129000,5988463200
2017-10-02,836.80,844.00,835.00,838.80,8229000,6901880900
2017-09-29,835.30,836.60,829.70,835.90,12495000,10426204000
2017-09-28,844.00,844.00,835.60,837.30,8748000,7333648700
2017-09-27,832.00,838.70,829.30,837.80,6246000,5222346600
2017-09-26,842.30,849.00,839.30,840.70,8338000,7026997100
2017-09-25,846.10,851.70,838.20,845.20,6496000,5488054800
2017-09-22,845.00,848.70,839.50,842.50,6671000,5624262600
2017-09-21,849.00,850.70,839.00,845.00,11861000,10044963300
2017-09-20,849.00,849.90,840.50,847.00,11800000,9975584500
2017-09-19,830.00,846.80,829.10,846.10,14201000,11921587100
2017-09-15,809.10,821.40,808.00,819.30,10251000,8377438100
2017-09-14,816.80,819.40,808.40,812.50,10028000,8155254900
2017-09-13,812.00,822.20,810.20,820.00,6855000,5602072100
2017-09-12,815.00,815.90,802.30,808.60,11041000,8916079300
2017-09-11,802.00,813.50,800.80,811.10,8664000,7009776700
2017-09-08,795.10,797.70,788.60,794.10,11103000,8811794700
2017-09-07,785.00,795.30,782.50,785.00,7358000,5797062400
2017-09-06,764.80,780.50,758.70,778.70,9786000,7569693100
2017-09-05,803.00,803.70,777.80,780.60,10410000,8174097900
