date,open,high,low,close,volume,value
2011-12-30,398.00,402.00,397.00,400.00,3534000,1411702000
2011-12-29,398.00,399.00,395.00,397.00,6153000,2444752000
2011-12-28,404.00,405.00,398.00,398.00,4507000,1801807000
2011-12-27,407.00,409.00,403.00,403.00,3867000,1567885000
2011-12-26,401.00,408.00,401.00,406.00,5781000,2340228000
2011-12-22,403.00,404.00,395.00,397.00,5781000,2306748000
2011-12-21,407.00,408.00,397.00,403.00,7765000,3121132000
2011-12-20,397.00,404.00,396.00,399.00,4344000,1741626000
2011-12-19,402.00,403.00,392.00,396.00,7695000,3053711000
2011-12-16,413.00,413.00,402.00,405.00,12747000,5176619000
2011-12-15,421.00,422.00,412.00,413.00,9395000,3916355000
2011-12-14,421.00,428.00,420.00,425.00,6478000,2751469000
2011-12-13,417.00,421.00,416.00,421.00,6600000,2765894000
2011-12-12,428.00,430.00,424.00,426.00,7883000,3369180000
2011-12-09,420.00,421.00,414.00,417.00,16157000,6763186000
2011-12-08,416.00,422.00,416.00,419.00,7613000,3192142000
2011-12-07,419.00,424.00,414.00,424.00,6061000,2550260000
2011-12-06,418.00,420.00,413.00,415.00,5332000,2220805000
2011-12-05,419.00,424.00,414.00,422.00,6489000,2726231000
2011-12-02,413.00,418.00,409.00,417.00,6619000,2742421000
2011-12-01,412.00,414.00,409.00,412.00,8646000,3558168000
2011-11-30,400.00,403.00,395.00,400.00,7749000,3094778000
2011-11-29,391.00,401.00,389.00,399.00,8044000,3183625000
2011-11-28,391.00,394.00,385.00,385.00,10294000,4004109000
2011-11-25,371.00,378.00,370.00,375.00,8894000,3330511000
2011-11-24,375.00,381.00,372.00,376.00,10299000,3874783000
2011-11-22,382.00,391.00,381.00,386.00,7314000,2822961000
2011-11-21,390.00,393.00,387.00,388.00,3819000,1487620000
2011-11-18,391.00,392.00,383.00,389.00,8959000,3473898000
2011-11-17,384.00,401.00,384.00,397.00,7661000,3028040000
2011-11-16,396.00,399.00,392.00,392.00,4023000,1587737000
2011-11-15,397.00,400.00,396.00,397.00,5354000,2131838000
2011-11-14,401.00,402.00,393.00,398.00,6803000,2705699000
2011-11-11,399.00,404.00,392.00,398.00,9756000,3895102000
2011-11-10,400.00,402.00,389.00,398.00,12759000,5062451000
2011-11-09,409.00,416.00,407.00,413.00,9204000,3791257000
2011-11-08,418.00,418.00,398.00,401.00,11576000,4689814000
2011-11-07,417.00,420.00,414.00,417.00,5056000,2108761000
2011-11-04,418.00,422.00,413.00,420.00,7264000,3046699000
2011-11-02,408.00,412.00,405.00,407.00,6719000,2739294000
2011-11-01,421.00,423.00,414.00,416.00,6724000,2814658000
2011-10-31,428.00,439.00,426.00,426.00,8032000,3461318000
2011-10-28,433.00,435.00,428.00,430.00,8270000,3561476000
2011-10-27,420.00,426.00,413.00,425.00,10936000,4604370000
2011-10-26,402.00,418.00,400.00,414.00,6590000,2710165000
2011-10-25,408.00,411.00,405.00,406.00,5952000,2426920000
2011-10-24,409.00,414.00,404.00,405.00,6765000,2755353000
2011-10-21,399.00,410.00,399.00,407.00,6383000,2594419000
2011-10-20,398.00,403.00,397.00,400.00,4800000,1919794000
2011-10-19,411.00,412.00,397.00,399.00,6764000,2720289000
2011-10-18,407.00,412.00,405.00,406.00,5211000,2124898000
2011-10-17,414.00,421.00,412.00,417.00,9322000,3888225000
2011-10-14,400.00,406.00,399.00,402.00,7739000,3113198000
2011-10-13,403.00,403.00,398.00,399.00,7390000,2960320000
2011-10-12,395.00,400.00,388.00,398.00,7786000,3087114000
2011-10-11,396.00,402.00,396.00,397.00,9718000,3871758000
2011-10-07,381.00,395.00,380.00,388.00,12427000,4827459000
2011-10-06,366.00,379.00,364.00,378.00,16134000,6044424000
2011-10-05,352.00,359.00,348.00,355.00,12862000,4558005000
2011-10-04,345.00,357.00,341.00,355.00,10743000,3760315000
2011-10-03,356.00,356.00,342.00,352.00,11321000,3950819000
2011-09-30,362.00,371.00,357.00,369.00,14011000,5126560000
2011-09-29,351.00,360.00,345.00,360.00,9371000,3312142000
2011-09-28,347.00,356.00,346.00,354.00,8883000,3137529000
2011-09-27,348.00,353.00,342.00,353.00,10961000,3825124000
2011-09-26,356.00,356.00,336.00,336.00,12567000,4299207000
2011-09-22,357.00,358.00,351.00,355.00,8323000,2952765000
2011-09-21,366.00,366.00,361.00,362.00,10729000,3902761000
2011-09-20,368.00,370.00,362.00,365.00,7996000,2924118000
2011-09-16,377.00,383.00,374.00,381.00,7774000,2952651000
2011-09-15,370.00,375.00,370.00,372.00,10590000,3937322000
2011-09-14,362.00,364.00,357.00,362.00,8221000,2970541000
2011-09-13,361.00,363.00,356.00,362.00,9731000,3506645000
2011-09-12,356.00,361.00,354.00,360.00,9578000,3421491000
2011-09-09,372.00,375.00,365.00,366.00,11077000,4099941000
2011-09-08,371.00,376.00,368.00,370.00,8299000,3083672000
2011-09-07,365.00,369.00,363.00,364.00,8814000,3221942000
2011-09-06,368.00,368.00,360.00,361.00,7758000,2817597000
2011-09-05,380.00,381.00,369.00,370.00,8718000,3245412000
2011-09-02,393.00,395.00,386.00,387.00,8208000,3189359000
2011-09-01,388.00,395.00,387.00,392.00,11028000,4319815000
2011-08-31,385.00,386.00,381.00,386.00,7900000,3035331000
2011-08-30,388.00,391.00,385.00,388.00,8706000,3376425000
2011-08-29,390.00,391.00,379.00,381.00,11035000,4228897000
2011-08-26,381.00,386.00,379.00,384.00,8402000,3221092000
2011-08-25,377.00,388.00,375.00,382.00,9898000,3775654000
2011-08-24,384.00,387.00,372.00,374.00,10052000,3809664000
2011-08-23,377.00,383.00,375.00,381.00,14594000,5531478000
2011-08-22,376.00,382.00,372.00,373.00,11211000,4202034000
2011-08-19,383.00,387.00,376.00,378.00,13837000,5269329000
2011-08-18,404.00,404.00,391.00,393.00,9896000,3923140000
2011-08-17,402.00,407.00,401.00,403.00,6495000,2618350000
2011-08-16,412.00,414.00,405.00,408.00,7945000,3250178000
2011-08-15,412.00,414.00,408.00,412.00,8890000,3652045000
2011-08-12,413.00,413.00,396.00,403.00,10193000,4121702000
2011-08-11,401.00,407.00,399.00,405.00,11462000,4623834000
2011-08-10,412.00,417.00,406.00,412.00,13399000,5522216000
2011-08-09,397.00,402.00,390.00,401.00,16238000,6451791000
2011-08-08,413.00,416.00,406.00,413.00,13419000,5533641000
2011-08-05,420.00,429.00,418.00,423.00,10152000,4304233000
2011-08-04,436.00,448.00,434.00,439.00,9131000,4030870000
2011-08-03,440.00,443.00,436.00,438.00,9985000,4385640000
2011-08-02,451.00,455.00,445.00,453.00,7656000,3456284000
2011-08-01,459.00,464.00,452.00,452.00,6816000,3121243000
2011-07-29,459.00,460.00,446.00,454.00,10839000,4909091000
2011-07-28,464.00,467.00,461.00,464.00,6446000,2995503000
2011-07-27,474.00,474.00,468.00,471.00,8386000,3954537000
2011-07-26,474.00,477.00,470.00,475.00,8756000,4151129000
2011-07-25,479.00,481.00,473.00,474.00,9118000,4343782000
2011-07-22,478.00,488.00,478.00,487.00,14237000,6893923000
2011-07-21,475.00,478.00,468.00,476.00,8284000,3918540000
2011-07-20,471.00,475.00,471.00,474.00,6977000,3301842000
2011-07-19,466.00,469.00,463.00,467.00,8398000,3925039000
2011-07-15,464.00,472.00,464.00,469.00,6113000,2864988000
2011-07-14,470.00,473.00,465.00,467.00,11330000,5304403000
2011-07-13,466.00,478.00,465.00,474.00,10790000,5110701000
2011-07-12,479.00,479.00,464.00,466.00,14511000,6789575000
2011-07-11,484.00,495.00,483.00,484.00,15223000,7424292000
2011-07-08,483.00,484.00,479.00,483.00,7603000,3665560000
2011-07-07,473.00,478.00,472.00,477.00,6034000,2871069000
2011-07-06,476.00,478.00,470.00,476.00,8286000,3923311000
