date,open,high,low,close,volume,value
2009-04-20,413.00,418.00,408.00,414.00,7925000,3270610000
2009-04-17,413.00,423.00,411.00,418.00,16805000,7015819000
2009-04-16,421.00,428.00,400.00,403.00,14521000,5966781000
2009-04-15,422.00,422.00,411.00,416.00,8157000,3389068000
2009-04-14,439.00,442.00,425.00,430.00,10241000,4411635000
2009-04-13,435.00,444.00,431.00,438.00,8736000,3834836000
2009-04-10,437.00,439.00,428.00,433.00,8669000,3765476000
2009-04-09,411.00,428.00,411.00,426.00,11750000,4957294000
2009-04-08,401.00,410.00,398.00,404.00,11662000,4704920000
2009-04-07,418.00,425.00,411.00,413.00,9318000,3879646000
2009-04-06,422.00,433.00,419.00,421.00,16557000,7024795000
2009-04-03,410.00,415.00,404.00,408.00,17034000,6979301000
2009-04-02,386.00,399.00,382.00,394.00,11658000,4569831000
2009-04-01,370.00,374.00,361.00,371.00,9037000,3339902000
2009-03-31,360.00,381.00,359.00,365.00,18794000,6995171000
2009-03-30,380.00,384.00,362.00,365.00,9165000,3383015000
2009-03-27,376.00,388.00,375.00,382.00,13887000,5326075000
2009-03-26,360.00,381.00,355.00,379.00,15220000,5649332000
2009-03-25,367.00,367.00,350.00,358.00,12495000,4471359000
2009-03-24,364.00,367.00,354.00,363.00,13880000,5011740000
2009-03-23,344.00,356.00,341.00,354.00,16568000,5786164000
2009-03-19,366.00,366.00,342.00,348.00,23415000,8167279000
2009-03-18,377.00,380.00,365.00,372.00,9292000,3462891000
2009-03-17,361.00,367.00,355.00,364.00,13592000,4942881000
2009-03-16,346.00,368.00,346.00,355.00,12753000,4586792000
2009-03-13,339.00,351.00,338.00,348.00,16312000,5620573000
2009-03-12,347.00,349.00,330.00,334.00,11983000,4040131000
2009-03-11,337.00,354.00,332.00,352.00,16241000,5608836000
2009-03-10,326.00,329.00,314.00,324.00,17573000,5664365000
2009-03-09,337.00,345.00,335.00,337.00,11045000,3736853000
2009-03-06,334.00,351.00,328.00,335.00,17768000,6012103000
2009-03-05,332.00,360.00,332.00,344.00,24932000,8682013000
2009-03-04,308.00,332.00,306.00,327.00,15554000,4998114000
2009-03-03,308.00,314.00,303.00,308.00,13993000,4319132000
2009-03-02,322.00,325.00,315.00,320.00,10646000,3397264000
2009-02-27,338.00,340.00,326.00,337.00,10790000,3606699000
2009-02-26,338.00,344.00,331.00,333.00,5914000,1989433000
2009-02-25,335.00,342.00,325.00,337.00,14941000,4989249000
2009-02-24,322.00,328.00,316.00,326.00,13198000,4249160000
2009-02-23,331.00,341.00,325.00,340.00,9517000,3190936000
2009-02-20,347.00,352.00,343.00,345.00,10627000,3693376000
2009-02-19,355.00,356.00,340.00,346.00,12751000,4429909000
2009-02-18,357.00,365.00,354.00,355.00,7427000,2652556000
2009-02-17,367.00,367.00,355.00,362.00,6656000,2396020000
2009-02-16,355.00,369.00,354.00,364.00,7825000,2845290000
2009-02-13,359.00,366.00,352.00,356.00,10003000,3596505000
2009-02-12,352.00,361.00,346.00,354.00,14700000,5192225000
2009-02-10,380.00,381.00,362.00,372.00,13008000,4820875000
2009-02-09,396.00,397.00,368.00,371.00,14064000,5312327000
2009-02-06,395.00,397.00,389.00,391.00,9346000,3667912000
2009-02-05,396.00,396.00,376.00,385.00,11857000,4559459000
2009-02-04,396.00,400.00,385.00,396.00,14844000,5845833000
2009-02-03,385.00,397.00,381.00,388.00,15265000,5955001000
2009-02-02,395.00,400.00,386.00,392.00,11003000,4316303000
2009-01-30,416.00,423.00,399.00,412.00,14246000,5844209000
2009-01-29,430.00,445.00,429.00,442.00,16844000,7409567000
2009-01-28,413.00,429.00,406.00,422.00,12014000,5043795000
2009-01-27,400.00,416.00,396.00,409.00,17580000,7135633000
2009-01-26,391.00,393.00,380.00,384.00,6705000,2594191000
2009-01-23,400.00,400.00,386.00,390.00,12857000,5025707000
2009-01-22,408.00,413.00,398.00,411.00,10786000,4394901000
2009-01-21,407.00,407.00,398.00,403.00,9819000,3955339000
2009-01-20,414.00,419.00,402.00,417.00,7243000,2972989000
2009-01-19,423.00,424.00,412.00,419.00,6308000,2645344000
2009-01-16,414.00,421.00,401.00,418.00,18186000,7459200000
2009-01-15,397.00,414.00,392.00,409.00,20229000,8225018000
2009-01-14,404.00,428.00,403.00,415.00,29846000,12383741000
2009-01-13,403.00,404.00,392.00,394.00,11759000,4670213000
2009-01-09,446.00,448.00,424.00,425.00,13788000,5940790000
2009-01-08,452.00,457.00,442.00,445.00,10553000,4732457000
2009-01-07,448.00,480.00,447.00,474.00,14565000,6828395000
2009-01-06,455.00,458.00,447.00,448.00,7907000,3573607000
2009-01-05,449.00,454.00,441.00,454.00,5089000,2275864000
