date,open,high,low,close,volume,value
2012-12-28,364.00,370.00,357.00,360.00,16961000,6154048000
2012-12-27,362.00,370.00,361.00,363.00,12204000,4459775000
2012-12-26,349.00,359.00,348.00,359.00,13311000,4738452000
2012-12-25,348.00,352.00,343.00,345.00,8662000,3004710000
2012-12-21,349.00,358.00,340.00,345.00,19687000,6832497000
2012-12-20,341.00,350.00,336.00,347.00,19295000,6628009000
2012-12-19,338.00,349.00,337.00,344.00,20296000,6991232000
2012-12-18,330.00,332.00,326.00,332.00,15527000,5120029000
2012-12-17,336.00,340.00,329.00,331.00,22211000,7410820000
2012-12-14,315.00,330.00,314.00,328.00,46149000,14860386000
2012-12-13,301.00,311.00,301.00,307.00,27275000,8375251000
2012-12-12,298.00,298.00,294.00,297.00,10398000,3077569000
2012-12-11,297.00,298.00,292.00,294.00,13347000,3933595000
2012-12-10,294.00,299.00,292.00,293.00,18808000,5540732000
2012-12-07,306.00,306.00,293.00,297.00,24780000,7376311000
2012-12-06,314.00,316.00,308.00,308.00,12373000,3835505000
2012-12-05,310.00,313.00,307.00,309.00,14523000,4494876000
2012-12-04,315.00,317.00,313.00,315.00,11352000,3579101000
2012-12-03,315.00,318.00,310.00,314.00,10415000,3277445000
2012-11-30,310.00,315.00,307.00,312.00,17167000,5358462000
2012-11-29,300.00,308.00,300.00,306.00,8896000,2708404000
2012-11-28,302.00,302.00,297.00,297.00,10222000,3062765000
2012-11-27,306.00,308.00,302.00,305.00,14765000,4510344000
2012-11-26,310.00,313.00,304.00,305.00,13620000,4201883000
2012-11-22,305.00,305.00,301.00,304.00,7191000,2181798000
2012-11-21,301.00,305.00,296.00,301.00,12469000,3753392000
2012-11-20,301.00,302.00,296.00,298.00,12139000,3623075000
2012-11-19,298.00,306.00,295.00,296.00,13229000,3966785000
2012-11-16,281.00,295.00,280.00,294.00,18593000,5385278000
2012-11-15,275.00,280.00,273.00,279.00,10850000,3009629000
2012-11-14,275.00,275.00,271.00,273.00,7876000,2153546000
2012-11-13,274.00,275.00,269.00,274.00,6682000,1818878000
2012-11-12,272.00,275.00,272.00,272.00,8488000,2316147000
2012-11-09,278.00,278.00,270.00,271.00,16016000,4366755000
2012-11-08,281.00,285.00,280.00,280.00,8497000,2396022000
2012-11-07,288.00,288.00,283.00,286.00,9585000,2739631000
2012-11-06,284.00,287.00,283.00,285.00,9814000,2798563000
2012-11-05,288.00,289.00,281.00,283.00,14643000,4159630000
2012-11-02,302.00,302.00,293.00,294.00,10272000,3042211000
2012-11-01,303.00,304.00,294.00,299.00,12651000,3762428000
2012-10-31,307.00,312.00,305.00,307.00,9395000,2898224000
2012-10-30,304.00,311.00,303.00,304.00,11137000,3419350000
2012-10-29,306.00,306.00,300.00,304.00,8692000,2639393000
2012-10-26,308.00,309.00,300.00,302.00,13859000,4221860000
2012-10-25,304.00,310.00,302.00,309.00,8277000,2536114000
2012-10-24,305.00,310.00,304.00,305.00,11019000,3387119000
2012-10-23,318.00,319.00,308.00,310.00,9134000,2846858000
2012-10-22,309.00,319.00,307.00,316.00,14135000,4446534000
2012-10-19,305.00,315.00,304.00,314.00,16957000,5260811000
2012-10-18,306.00,309.00,303.00,306.00,11548000,3530131000
2012-10-17,304.00,308.00,301.00,302.00,11564000,3521694000
2012-10-16,294.00,305.00,293.00,303.00,16866000,5059038000
2012-10-15,280.00,291.00,278.00,290.00,12224000,3479451000
2012-10-12,285.00,288.00,282.00,284.00,10933000,3116443000
2012-10-11,279.00,288.00,278.00,282.00,11529000,3261747000
2012-10-10,289.00,289.00,281.00,283.00,13213000,3744311000
2012-10-09,297.00,298.00,291.00,292.00,7897000,2325430000
2012-10-05,300.00,301.00,294.00,300.00,12795000,3820677000
2012-10-04,300.00,306.00,298.00,304.00,11684000,3535236000
2012-10-03,295.00,301.00,291.00,299.00,10597000,3150520000
