date,open,high,low,close,volume,value
2015-12-30,612.70,619.00,606.00,606.90,11548000,7053380700
2015-12-29,611.50,611.90,601.20,608.30,7650000,4648751200
2015-12-28,597.40,616.00,597.30,613.50,8560000,5219814100
2015-12-25,597.40,605.80,593.80,598.00,7484000,4481508000
2015-12-24,608.60,612.40,599.20,599.60,8278000,5003331400
2015-12-22,616.30,619.80,602.00,607.20,14713000,8948118700
2015-12-21,618.50,626.50,610.90,626.30,12243000,7587749800
2015-12-18,649.90,654.90,622.40,624.10,21574000,13734964400
2015-12-17,648.50,655.40,645.10,650.70,12733000,8286006100
2015-12-16,648.50,650.70,636.20,638.50,13908000,8908632400
2015-12-15,652.30,652.30,629.40,632.70,14934000,9528522600
2015-12-14,652.80,655.60,636.30,652.30,12580000,8145595500
2015-12-11,649.10,662.00,649.10,657.80,12783000,8370473900
2015-12-10,642.70,654.90,640.50,648.70,11943000,7741567800
2015-12-09,645.90,659.30,643.80,649.10,14583000,9502373300
2015-12-08,656.70,657.70,640.20,647.90,13594000,8812830800
2015-12-07,654.50,664.00,650.70,658.00,15606000,10271458400
2015-12-04,650.00,661.10,642.10,646.60,27996000,18200466300
2015-12-03,629.00,636.90,626.30,631.90,9365000,5920110600
2015-12-02,638.90,639.00,626.20,634.40,11655000,7367471000
2015-12-01,621.10,639.30,621.10,636.00,9367000,5931652500
2015-11-30,625.50,625.80,615.50,621.60,9972000,6181927200
2015-11-27,632.50,634.90,623.30,626.00,11513000,7241888100
2015-11-26,624.30,627.00,622.00,625.50,7904000,4943035500
2015-11-25,613.60,626.50,613.60,624.00,12279000,7639329500
2015-11-24,613.00,625.30,607.00,621.30,13141000,8136131600
2015-11-20,611.80,614.60,599.30,614.60,18471000,11230129200
2015-11-19,605.00,621.80,601.60,617.00,35145000,21642306100
2015-11-18,593.10,596.30,591.80,595.00,11139000,6624463900
2015-11-17,585.90,592.30,585.20,588.80,10460000,6164467600
2015-11-16,576.00,583.70,573.60,581.90,9012000,5230734100
2015-11-13,593.30,593.30,583.90,591.50,8553000,5044535200
2015-11-12,597.00,601.30,591.70,600.00,8571000,5127020500
2015-11-11,598.40,600.60,593.10,597.40,7863000,4699871400
2015-11-10,596.80,600.70,593.00,600.10,6577000,3929558600
2015-11-09,586.30,607.40,586.10,604.30,13234000,7953094200
2015-11-06,581.00,591.90,580.00,583.20,9348000,5478183200
2015-11-05,568.10,581.20,567.80,577.20,13470000,7768426300
2015-11-04,571.80,574.20,566.60,567.70,11911000,6789005900
2015-11-02,557.70,567.50,552.90,561.80,20114000,11298003900
2015-10-30,584.70,587.10,563.10,575.20,28793000,16550451800
2015-10-29,607.70,612.60,567.90,591.60,21483000,12723198500
2015-10-28,597.30,608.90,596.80,604.80,8595000,5182861200
2015-10-27,609.10,610.10,599.10,601.00,9294000,5606056500
2015-10-26,605.00,612.90,602.10,603.60,8178000,4963244700
2015-10-23,600.00,601.90,594.10,595.30,10070000,6017188800
2015-10-22,574.80,591.30,574.80,581.60,7551000,4404223100
2015-10-21,568.00,582.10,562.80,580.00,9651000,5550786000
2015-10-20,573.30,575.10,562.50,568.60,11851000,6731458900
2015-10-19,580.00,581.10,568.50,573.30,9055000,5208162000
2015-10-16,573.20,588.30,572.40,578.20,12952000,7515819400
2015-10-15,556.00,568.80,553.20,566.20,9283000,5226661800
2015-10-14,569.10,578.50,562.00,566.00,13319000,7574102300
2015-10-13,580.00,584.00,570.80,577.30,8724000,5052087800
2015-10-09,561.60,581.30,561.60,580.20,11429000,6572832000
2015-10-08,555.70,567.80,551.40,558.10,11460000,6423952000
2015-10-07,543.00,557.90,541.70,555.70,12753000,7040667800
2015-10-06,548.00,551.60,538.20,539.30,11301000,6144228400
2015-10-05,556.00,560.00,533.40,539.70,16793000,9078984300
2015-10-02,510.00,519.40,502.80,518.00,16897000,8680516200
2015-10-01,522.00,527.70,517.10,519.10,20112000,10503829400
2015-09-30,518.80,529.40,516.00,518.50,16970000,8831556800
2015-09-29,544.00,545.00,515.80,517.20,22289000,11675593300
2015-09-28,575.00,578.00,549.20,550.00,16914000,9450465100
2015-09-25,574.40,575.40,564.20,571.00,12700000,7250373500
2015-09-24,579.60,579.90,564.40,564.40,13100000,7447735200
2015-09-18,599.40,599.40,574.00,589.40,14283000,8372979100
2015-09-17,601.20,609.10,600.80,602.30,10340000,6244217600
2015-09-16,582.90,598.50,581.00,594.50,9091000,5388217800
2015-09-15,584.50,591.80,578.30,580.40,11809000,6891197200
2015-09-14,576.00,591.90,576.00,579.60,10047000,5851042200
2015-09-11,572.00,576.80,569.10,572.00,14900000,8529941800
2015-09-10,578.90,585.90,574.00,582.20,17233000,10016514500
2015-09-09,581.20,583.00,571.00,583.00,16045000,9279477400
2015-09-08,568.50,573.10,557.20,557.50,7665000,4316888000
2015-09-07,561.50,573.90,557.70,567.80,6097000,3455521000
2015-09-04,582.00,583.90,558.30,565.80,9398000,5355998300
2015-09-03,580.50,593.00,577.30,578.20,10310000,6038369200
2015-09-02,570.00,583.00,566.00,572.50,11466000,6599873900
2015-09-01,598.40,602.60,583.00,583.00,16228000,9632085800
2015-08-31,604.00,615.40,598.20,602.10,23453000,14204370700
2015-08-28,579.70,597.30,576.60,588.20,13061000,7691930400
2015-08-27,574.00,577.00,562.30,565.30,10131000,5760171400
2015-08-26,539.80,566.00,531.80,560.00,16303000,8959543900
2015-08-25,537.00,573.60,527.30,539.60,20117000,11058557500
2015-08-24,567.40,582.50,559.60,562.40,16994000,9646698300
2015-08-21,591.10,594.80,584.00,589.20,16608000,9797111700
2015-08-20,620.00,626.90,606.60,611.80,10320000,6334294200
2015-08-19,623.50,625.40,617.00,620.90,10638000,6616762800
2015-08-18,628.90,633.50,623.10,628.00,6453000,4054079900
2015-08-17,632.90,634.90,627.60,629.90,5016000,3159425000
2015-08-14,636.20,637.10,626.10,630.70,8186000,5156365200
2015-08-13,634.40,644.40,633.40,637.70,11359000,7245030500
2015-08-12,643.10,648.40,636.20,636.80,9620000,6147758100
2015-08-11,635.00,657.20,635.00,646.50,17210000,11141960000
2015-08-10,635.00,645.00,630.20,634.10,17869000,11362824400
2015-08-07,631.60,635.00,626.40,631.80,11273000,7102415300
